mean_base_loss,mean_dtw_loss,mean_topk_loss,mean_weighted_total_loss,sampled_count,evaluated_count,filtered_count,available_test_windows,sample_fraction,random_seed
0.3114,0.1692,0.4983,0.8670±0.0053,596838,596838,0,5968376,0.1,summary
